None,None,None,right,green,forward,-0.5,0
None,None,None,right,green,forward,-0.5,1
None,None,None,right,red,left,-1.0,2
None,None,None,forward,red,right,-0.5,3
None,None,None,left,green,None,0.0,4
None,None,None,forward,green,None,0.0,5
None,None,None,None,red,right,-0.5,6
None,None,None,None,green,right,-0.5,7
None,None,None,right,green,right,2.0,8
None,None,None,right,green,None,0.0,9
None,None,None,left,red,right,-0.5,10
None,None,None,forward,green,left,-0.5,11
None,None,None,forward,red,right,-0.5,12
None,left,None,left,green,None,0.0,13
None,left,None,forward,green,right,-0.5,14
None,None,None,right,red,right,2.0,15
None,None,None,None,green,None,0.0,16
None,None,None,forward,green,left,-0.5,17
None,None,None,None,green,forward,-0.5,18
None,None,None,left,red,forward,-1.0,19
None,None,None,right,red,right,2.0,20
None,None,None,left,red,forward,-1.0,21
None,None,None,right,red,left,-1.0,22
None,None,None,left,red,left,-1.0,23
None,None,None,right,red,None,0.0,24
None,None,None,left,green,None,0.0,25
None,None,None,None,green,left,-0.5,26
None,None,None,None,red,left,-1.0,27
None,None,None,None,red,right,-0.5,28
None,None,None,forward,red,None,0.0,29
None,None,None,forward,green,forward,2.0,30
None,None,None,left,red,left,-1.0,31
None,None,None,forward,red,right,-0.5,32
None,None,None,None,red,None,0.0,33
None,None,None,left,red,left,-1.0,34
None,None,None,left,green,forward,-0.5,35
None,None,None,forward,green,left,-0.5,36
None,None,None,left,green,right,-0.5,37
None,None,None,left,green,right,-0.5,38
None,None,None,right,green,left,-0.5,39
None,None,None,forward,green,right,-0.5,40
None,None,None,forward,red,right,-0.5,41
None,None,None,forward,red,forward,-1.0,42
None,None,None,right,red,right,2.0,43
None,None,None,left,green,forward,-0.5,44
None,None,None,None,green,left,-0.5,45
None,None,None,left,red,left,-1.0,46
None,None,None,right,red,None,0.0,47
None,None,None,right,red,right,2.0,48
None,None,None,left,green,None,0.0,49
None,None,None,right,green,None,0.0,50
None,None,None,forward,green,right,-0.5,51
None,None,None,None,green,left,-0.5,52
None,None,None,right,green,right,2.0,53
None,None,None,right,red,forward,-1.0,54
None,None,None,None,green,left,-0.5,55
None,None,None,right,green,forward,-0.5,56
None,None,None,forward,red,right,-0.5,57
None,None,None,left,green,forward,-0.5,58
None,None,None,None,red,None,0.0,59
None,None,None,left,green,forward,-0.5,60
None,None,None,None,green,forward,-0.5,61
None,None,None,right,red,right,2.0,62
None,None,None,forward,red,left,-1.0,63
None,None,None,right,red,forward,-1.0,64
None,None,None,left,green,left,2.0,65
None,None,None,forward,red,left,-1.0,66
None,None,None,None,red,right,-0.5,67
